fund_code,fund_name
003264,新华活期添利货币市场基金
003265,招商招坤纯债债券型证券投资基金
003266,招商招坤纯债债券型证券投资基金
003267,新华壹诺宝货币市场基金
003268,博时悦楚纯债债券型证券投资基金
003269,招商招乾3个月定期开放债券型发起式证券投资基金
003270,招商招乾3个月定期开放债券型发起式证券投资基金
003271,国联安鑫瑞混合型证券投资基金
003272,国联安鑫瑞混合型证券投资基金
003273,安信永丰定期开放债券型证券投资基金
003274,安信永丰定期开放债券型证券投资基金
003275,国联安鑫盈混合型证券投资基金
003276,国联安鑫盈混合型证券投资基金
003277,信诚稳瑞债券型证券投资基金
003278,信诚稳瑞债券型证券投资基金
003279,融通沪港深智慧生活灵活配置混合型证券投资基金
003280,鹏华丰恒债券型证券投资基金
003281,广发活期宝货币市场基金
003282,信诚至裕灵活配置混合型证券投资基金
003283,信诚至裕灵活配置混合型证券投资基金
003284,中邮医药健康灵活配置混合型证券投资基金
003285,国寿安保安康纯债债券型证券投资基金
003286,平安惠享纯债债券型证券投资基金
003287,中信保诚稳益债券型证券投资基金
003288,中信保诚稳益债券型证券投资基金
003289,创金合信尊泰纯债债券型证券投资基金
003290,长城久稳债券型证券投资基金
003291,信达澳银健康中国灵活配置混合型证券投资基金
003292,嘉实优势成长灵活配置混合型证券投资基金
003293,易方达科瑞灵活配置混合型证券投资基金
003295,南方安裕混合型证券投资基金
003297,招商双债增强债券型证券投资基金(LOF)
003298,嘉实物流产业股票型证券投资基金
003299,嘉实物流产业股票型证券投资基金
003300,华夏圆和灵活配置混合型证券投资基金
003301,华夏鼎融债券型证券投资基金
003302,华夏鼎融债券型证券投资基金
003304,前海开源沪港深核心资源灵活配置混合型证券投资基金
003305,前海开源沪港深核心资源灵活配置混合型证券投资基金
003306,民生加银鑫益债券型证券投资基金
003307,民生加银鑫益债券型证券投资基金
003308,中信建投睿利灵活配置混合型发起式证券投资基金
003309,兴业启元一年定期开放债券型证券投资基金
003310,兴业启元一年定期开放债券型证券投资基金
003311,摩根士丹利华鑫睿成大盘弹性股票型证券投资基金
003312,摩根士丹利华鑫睿成中小盘弹性股票型证券投资基金
003313,中银睿享定期开放债券型发起式证券投资基金
003314,浙商惠南纯债债券型证券投资基金
003315,景顺长城景瑞双利债券型证券投资基金
003316,中银证券现金管家货币市场基金
003317,中银证券现金管家货币市场基金
003318,景顺长城中证500行业中性低波动指数型证券投资基金
003319,建信瑞丰添利混合型证券投资基金
003320,建信瑞丰添利混合型证券投资基金
003321,易方达原油证券投资基金(QDII)
003322,易方达原油证券投资基金(QDII)
003323,易方达原油证券投资基金(QDII)
003324,东方永兴18个月定期开放债券型证券投资基金
003325,东方永兴18个月定期开放债券型证券投资基金
003326,招商睿诚定期开放混合型证券投资基金
003327,万家鑫璟纯债债券型证券投资基金
003328,万家鑫璟纯债债券型证券投资基金
003329,万家鑫安纯债债券型证券投资基金
003330,万家鑫安纯债债券型证券投资基金
003331,博时乐臻定期开放混合型证券投资基金
003332,南方荣发定期开放混合型发起式证券投资基金
003333,泰信智选成长灵活配置混合型证券投资基金
003334,中融融信双盈债券型证券投资基金
003335,中融融信双盈债券型证券投资基金
003336,长江收益增强债券型证券投资基金
003337,南方颐元定期开放债券型发起式证券投资基金
003338,南方颐元定期开放债券型发起式证券投资基金
003339,华安睿享定期开放混合型发起式证券投资基金
003340,华安睿享定期开放混合型发起式证券投资基金
003341,工银瑞信瑞盈18个月定期开放债券型证券投资基金
003342,工银瑞信国债纯债债券型证券投资基金
003343,鹏华弘惠灵活配置混合型证券投资基金
003344,鹏华弘惠灵活配置混合型证券投资基金
003345,安信新成长灵活配置混合型证券投资基金
003346,安信新成长灵活配置混合型证券投资基金
003349,长信稳益纯债债券型证券投资基金
003350,广发鑫盛18个月定期开放混合型证券投资基金
003351,招商稳荣定期开放灵活配置混合型证券投资基金
003352,招商稳荣定期开放灵活配置混合型证券投资基金
003353,信诚至优灵活配置混合型证券投资基金
003354,信诚至优灵活配置混合型证券投资基金
003355,招商稳祥定期开放灵活配置混合型证券投资基金
003356,招商稳祥定期开放灵活配置混合型证券投资基金
003357,嘉实稳祥纯债债券型证券投资基金
003358,易方达中债7-10年期国开行债券指数证券投资基金
003359,大成中证360互联网+大数据100指数型证券投资基金
003360,前海开源瑞和债券型证券投资基金
003361,前海开源瑞和债券型证券投资基金
003362,国联安睿利定期开放混合型证券投资基金
003363,长江乐享货币市场基金
003364,长江乐享货币市场基金
003365,长江乐享货币市场基金
003366,浙商汇金中证转型成长指数型证券投资基金
003367,鹏华兴合定期开放灵活配置混合型证券投资基金
003368,鹏华兴合定期开放灵活配置混合型证券投资基金
003369,招商招庆纯债债券型证券投资基金
003370,招商招庆纯债债券型证券投资基金
003371,招商招轩纯债债券型证券投资基金
003372,招商招轩纯债债券型证券投资基金
003373,大成景禄灵活配置混合型证券投资基金
003374,大成景禄灵活配置混合型证券投资基金
003376,广发中债7-10年期国开行债券指数证券投资基金
003377,广发中债7-10年期国开行债券指数证券投资基金
003378,泰康策略优选灵活配置混合型证券投资基金
003379,信诚至选灵活配置混合型证券投资基金
003380,信诚至选灵活配置混合型证券投资基金
003381,博时裕信纯债债券型证券投资基金
003382,民生加银鑫享债券型证券投资基金
003383,民生加银鑫享债券型证券投资基金
003384,金鹰添盈纯债债券型证券投资基金
003385,工银瑞信全球美元债债券型证券投资基金(QDII)
003386,工银瑞信全球美元债债券型证券投资基金(QDII)
003387,工银瑞信全球美元债债券型证券投资基金(QDII)
003388,招商招益宝货币市场基金
003389,招商招益宝货币市场基金
003390,江信一年定期开放债券型证券投资基金
003391,建信天添益货币市场基金
003392,建信天添益货币市场基金
003393,建信天添益货币市场基金
003394,建信恒安一年定期开放债券型证券投资基金
003395,安信尊享纯债债券型证券投资基金
003396,东方红优享红利沪港深灵活配置混合型证券投资基金
003397,银华体育文化灵活配置混合型证券投资基金
003398,太平日日金货币市场基金
003399,太平日日金货币市场基金
003400,建信恒瑞一年定期开放债券型证券投资基金
003401,工银瑞信可转债债券型证券投资基金
003402,安信活期宝货币市场基金
003403,华商瑞丰混合型证券投资基金
003404,招商稳盛定期开放灵活配置混合型证券投资基金
003405,招商稳盛定期开放灵活配置混合型证券投资基金
003406,南方多元定期开放债券型发起式证券投资基金
003407,景顺长城景泰丰利纯债债券型证券投资基金
003408,景顺长城景泰丰利纯债债券型证券投资基金
003409,景顺长城景颐盛利债券型证券投资基金
003410,景顺长城景颐盛利债券型证券投资基金
003411,鹏华弘康灵活配置混合型证券投资基金
003412,鹏华弘康灵活配置混合型证券投资基金
003413,华泰柏瑞新经济沪港深灵活配置混合型证券投资基金
003414,泰达宏利创金灵活配置混合型证券投资基金
003415,泰达宏利创金灵活配置混合型证券投资基金
003416,招商财经大数据策略股票型证券投资基金
003417,中加丰泽纯债债券型证券投资基金
003418,华润元大润鑫债券型证券投资基金
003419,中欧弘安一年定期开放债券型证券投资基金
003420,德邦群利债券型证券投资基金
003421,德邦群利债券型证券投资基金
003422,国寿安保添利货币市场基金
003423,国寿安保添利货币市场基金
003424,江信洪福纯债债券型证券投资基金
003425,江信添福债券型证券投资基金
003426,江信添福债券型证券投资基金
003427,建信恒远一年定期开放债券型证券投资基金
003428,中加丰盈纯债债券型证券投资基金
003429,中证兴业中高等级信用债指数证券投资基金
003430,兴业14天理财债券型证券投资基金
003431,兴业14天理财债券型证券投资基金
003432,信诚至瑞灵活配置混合型证券投资基金
003433,信诚至瑞灵活配置混合型证券投资基金
003434,博时鑫泽灵活配置混合型证券投资基金
003435,博时鑫泽灵活配置混合型证券投资基金
003436,博时鑫丰灵活配置混合型证券投资基金
003437,博时鑫丰灵活配置混合型证券投资基金
003438,招商招怡纯债债券型证券投资基金
003439,招商招怡纯债债券型证券投资基金
003440,招商招享纯债债券型证券投资基金
003441,招商招享纯债债券型证券投资基金
003442,招商招惠3个月定期开放债券型发起式证券投资基金
003443,招商招惠3个月定期开放债券型发起式证券投资基金
003445,中加丰享纯债债券型证券投资基金
003446,英大睿鑫灵活配置混合型证券投资基金
003447,英大睿鑫灵活配置混合型证券投资基金
003448,招商招华纯债债券型证券投资基金
003449,招商招华纯债债券型证券投资基金
003450,招商招信3个月定期开放债券型发起式证券投资基金
003451,招商招信3个月定期开放债券型发起式证券投资基金
003452,招商招盛纯债债券型证券投资基金
003453,招商招盛纯债债券型证券投资基金
003454,招商招通纯债债券型证券投资基金
003455,招商招通纯债债券型证券投资基金
003456,信达澳银新目标灵活配置混合型证券投资基金
003457,国泰润泰纯债债券型证券投资基金
003458,嘉实稳宏债券型证券投资基金
003459,嘉实稳宏债券型证券投资基金
003460,嘉实现金宝货币市场基金
003461,嘉实稳元纯债债券型证券投资基金
003462,新华鑫盛灵活配置混合型证券投资基金
003463,泰达宏利亚洲债券型证券投资基金
003464,泰达宏利亚洲债券型证券投资基金
003465,平安金管家货币市场基金
003466,长城久盛安稳纯债两年定期开放债券型证券投资基金
003467,富荣货币市场基金
003468,富荣货币市场基金
003469,德邦德景一年定期开放债券型证券投资基金
003470,德邦德景一年定期开放债券型证券投资基金
003471,新疆前海联合添鑫一年定期开放债券型证券投资基金
003472,新疆前海联合添鑫一年定期开放债券型证券投资基金
003473,南方天天利货币市场基金
003474,南方天天利货币市场基金
003475,新疆前海联合沪深300指数型证券投资基金
003476,南方安颐混合型证券投资基金
003477,南方睿见定期开放混合型发起式证券投资基金
003478,民生加银腾元宝货币市场基金
003479,财通资管鑫管家货币市场基金
003480,财通资管鑫管家货币市场基金
003481,光大保德信耀钱包货币市场基金
003482,交银施罗德天鑫宝货币市场基金
003483,交银施罗德天鑫宝货币市场基金
003484,金鹰鑫益灵活配置混合型证券投资基金
003485,金鹰鑫益灵活配置混合型证券投资基金
003486,平安惠隆纯债债券型证券投资基金
003487,平安惠融纯债债券型证券投资基金
003488,平安惠裕债券型证券投资基金
003490,长盛盛平灵活配置混合型证券投资基金
003491,长盛盛平灵活配置混合型证券投资基金
003492,前海开源外向企业股票型证券投资基金
003493,申万菱信安鑫优选混合型证券投资基金
003494,富国天惠精选成长混合型证券投资基金(LOF)
003495,鹏华弘尚灵活配置混合型证券投资基金
003496,鹏华弘尚灵活配置混合型证券投资基金
003497,银华添泽定期开放债券型证券投资基金
003498,新疆前海联合添和纯债债券型证券投资基金
003499,新疆前海联合添和纯债债券型证券投资基金
003500,鑫元聚利债券型证券投资基金
003501,泰达宏利睿智稳健灵活配置混合型证券投资基金
003502,金鹰鑫瑞灵活配置混合型证券投资基金
003503,金鹰鑫瑞灵活配置混合型证券投资基金
003504,景顺长城景颐丰利债券型证券投资基金
003505,景顺长城景颐丰利债券型证券投资基金
003506,德邦现金宝交易型货币市场基金
003507,德邦现金宝交易型货币市场基金
003508,华安睿安定期开放混合型证券投资基金
003509,华安睿安定期开放混合型证券投资基金
003510,长盛可转债债券型证券投资基金
003511,长盛可转债债券型证券投资基金
003512,申万菱信安鑫优选混合型证券投资基金
003513,中邮消费升级灵活配置混合型发起式证券投资基金
003514,国寿安保安享纯债债券型证券投资基金
003515,国泰利是宝货币市场基金
003516,国泰融安多策略灵活配置混合型证券投资基金
003517,国泰润利纯债债券型证券投资基金
003518,万家鑫瑞纯债债券型证券投资基金
003519,万家鑫瑞纯债债券型证券投资基金
003520,万家鑫稳纯债债券型证券投资基金
003521,万家鑫稳纯债债券型证券投资基金
003522,万家鑫通纯债债券型证券投资基金
003523,万家鑫通纯债债券型证券投资基金
003524,易方达深证成指交易型开放式指数证券投资基金联接基金
003525,兴银现金收益货币市场基金
003526,农银汇理金穗纯债3个月定期开放债券型发起式证券投资基金
003527,鹏华丰腾债券型证券投资基金
003528,汇添富长添利定期开放债券型证券投资基金
003529,汇添富长添利定期开放债券型证券投资基金
003530,东方永熙18个月定期开放债券型证券投资基金
003531,东方永熙18个月定期开放债券型证券投资基金
003532,汇添富鑫利债券型证券投资基金
003533,汇添富鑫利债券型证券投资基金
003534,浦银安盛日日丰货币市场基金
003535,浦银安盛日日丰货币市场基金
003536,浦银安盛日日丰货币市场基金
003537,招商招利宝货币市场基金
003538,招商招利宝货币市场基金
003539,安信现金增利货币市场基金
003541,国联安睿智定期开放混合型证券投资基金
003542,财通纯债债券型证券投资基金
003545,东兴兴利债券型证券投资基金
003546,长城久信债券型证券投资基金
003547,鹏华丰禄债券型证券投资基金
003548,泰达宏利沪深300指数增强型证券投资基金
003549,浙商惠裕纯债债券型证券投资基金
003550,泰达宏利改革动力量化策略灵活配置混合型证券投资基金
003551,工银瑞信恒丰纯债债券型证券投资基金
003552,国泰现金宝货币市场基金
003553,国泰现金宝货币市场基金
003554,泰达宏利同顺大数据量化优选灵活配置混合型证券投资基金
003555,华泰柏瑞睿利灵活配置混合型证券投资基金
003556,华泰柏瑞睿利灵活配置混合型证券投资基金
003557,博时泰安债券型证券投资基金
003558,博时泰安债券型证券投资基金
003559,平安大华量化成长多策略灵活配置混合型证券投资基金
003560,平安大华量化成长多策略灵活配置混合型证券投资基金
003561,诺德成长精选灵活配置混合型证券投资基金
003562,诺德成长精选灵活配置混合型证券投资基金
003564,博时安诚18个月定期开放债券型证券投资基金
003565,博时安诚18个月定期开放债券型证券投资基金
003566,博时臻选纯债债券型证券投资基金
003567,华夏行业景气混合型证券投资基金
003568,平安惠利纯债债券型证券投资基金
003569,招商招丰纯债债券型证券投资基金
003570,招商招丰纯债债券型证券投资基金
003571,招商招琪纯债债券型证券投资基金
003572,招商招琪纯债债券型证券投资基金
003573,中信建投稳裕定期开放债券型证券投资基金
003574,大成惠利纯债债券型证券投资基金
003575,大成惠益纯债债券型证券投资基金
003576,招商招弘纯债债券型证券投资基金
003577,招商招弘纯债债券型证券投资基金
003578,中金中证500指数增强型发起式证券投资基金
003579,中金沪深300指数增强型发起式证券投资基金
003580,泰康沪港深价值优选灵活配置混合型证券投资基金
003581,新疆前海联合国民健康产业灵活配置混合型证券投资基金
003582,中金量化多策略灵活配置混合型证券投资基金
003583,建信稳定鑫利债券型证券投资基金
003584,建信稳定鑫利债券型证券投资基金
003585,先锋现金宝货币市场基金
003586,先锋精一灵活配置混合型发起式证券投资基金
003587,先锋精一灵活配置混合型发起式证券投资基金
003588,东吴增鑫宝货币市场基金
003589,东吴增鑫宝货币市场基金
003590,建信睿富纯债债券型证券投资基金
003591,华泰柏瑞享利灵活配置混合型证券投资基金
003592,华泰柏瑞享利灵活配置混合型证券投资基金
003593,国泰景气行业灵活配置混合型证券投资基金
003594,长盛盛崇灵活配置混合型证券投资基金
003595,长盛盛崇灵活配置混合型证券投资基金
003596,长盛盛腾灵活配置混合型证券投资基金
003597,长盛盛腾灵活配置混合型证券投资基金
003598,华商润丰灵活配置混合型证券投资基金
003601,申万菱信安鑫精选混合型证券投资基金
003602,申万菱信安鑫精选混合型证券投资基金
003603,景顺长城泰安回报灵活配置混合型证券投资基金
003604,景顺长城泰安回报灵活配置混合型证券投资基金
003605,景顺长城景泰汇利定期开放债券型证券投资基金
003606,海富通全球美元收益债券型证券投资基金(LOF)
003607,博时富益纯债债券型证券投资基金
003610,南方荣安定期开放混合型证券投资基金
003611,南方荣安定期开放混合型证券投资基金
003612,南方卓元债券型证券投资基金
003613,南方卓元债券型证券投资基金
003614,信诚景瑞债券型证券投资基金
003615,信诚景瑞债券型证券投资基金
003616,招商招熹纯债债券型证券投资基金
003617,招商招熹纯债债券型证券投资基金
003618,招商招旺纯债债券型证券投资基金
003619,招商招旺纯债债券型证券投资基金
003620,招商睿乾混合型证券投资基金
003621,新华鑫丰灵活配置混合型证券投资基金
003622,创金合信优价成长股票型发起式证券投资基金
003623,创金合信优价成长股票型发起式证券投资基金
003624,创金合信资源主题精选股票型发起式证券投资基金
003625,创金合信资源主题精选股票型发起式证券投资基金
003626,平安鑫利灵活配置混合型证券投资基金
003627,兴银长富一年定期开放债券型证券投资基金
003628,兴银收益增强债券型证券投资基金
003629,上投摩根全球多元配置证券投资基金(QDII)
003630,上投摩根全球多元配置证券投资基金(QDII)
003631,上投摩根全球多元配置证券投资基金(QDII)
003632,招商稳乾定期开放灵活配置混合型证券投资基金
003633,招商稳乾定期开放灵活配置混合型证券投资基金
003634,嘉实农业产业股票型证券投资基金
003637,安信永鑫增强债券型证券投资基金
003638,安信永鑫增强债券型证券投资基金
003639,工银瑞信瑞盈半年定期开放债券型证券投资基金
003640,兴业裕丰债券型证券投资基金
003641,长盛盛丰灵活配置混合型证券投资基金
003642,长盛盛丰灵活配置混合型证券投资基金
003643,工银瑞信国债纯债债券型证券投资基金
003645,融通通弘债券型证券投资基金
003646,创金合信中证1000指数增强型发起式证券投资基金
003647,创金合信中证1000指数增强型发起式证券投资基金
003648,融通通祺债券型证券投资基金
003650,融通通润债券型证券投资基金
003651,博时丰达纯债6个月定期开放债券型发起式证券投资基金
003652,招商招泰6个月定期开放债券型证券投资基金
003653,招商招泰6个月定期开放债券型证券投资基金
003654,博时锦禄纯债债券型证券投资基金
003655,信达澳银新财富灵活配置混合型证券投资基金
003656,民生加银鑫元纯债债券型证券投资基金
003657,民生加银鑫元纯债债券型证券投资基金
003658,长盛量化多策略灵活配置混合型证券投资基金
003659,山西证券策略精选灵活配置混合型证券投资基金
003660,中加纯债两年定期开放债券型证券投资基金
003661,中加纯债两年定期开放债券型证券投资基金
003662,鹏华永盛一年定期开放债券型证券投资基金
003663,鹏华兴泰定期开放灵活配置混合型证券投资基金
003664,新沃通利纯债债券型证券投资基金
003665,新沃通利纯债债券型证券投资基金
003666,天弘金明灵活配置混合型证券投资基金
003667,天弘安盈灵活配置混合型证券投资基金
003668,东方红益鑫纯债债券型证券投资基金
003669,东方红益鑫纯债债券型证券投资基金
003670,中融物联网主题灵活配置混合型证券投资基金
003671,兴业裕恒债券型证券投资基金
003672,兴业裕华债券型证券投资基金
003673,中加丰裕纯债债券型证券投资基金
003674,融通通玺债券型证券投资基金
003675,博时安慧18个月定期开放债券型证券投资基金
003676,博时安慧18个月定期开放债券型证券投资基金
003677,融通通穗债券型证券投资基金
003678,中融现金增利货币市场基金
003679,中融现金增利货币市场基金
003680,华润元大润泰双鑫债券型证券投资基金
003681,建信睿享纯债债券型证券投资基金
003682,博时安弘一年定期开放债券型证券投资基金
003683,博时安弘一年定期开放债券型证券投资基金
003684,汇安丰融灵活配置混合型证券投资基金
003685,汇安丰融灵活配置混合型证券投资基金
003686,国泰丰益灵活配置混合型证券投资基金
003687,国泰丰益灵活配置混合型证券投资基金
003689,国泰鸿益灵活配置混合型证券投资基金
003690,国泰鸿益灵活配置混合型证券投资基金
003691,农银汇理金泰一年定期开放债券型证券投资基金
003692,大成景尚灵活配置混合型证券投资基金
003693,大成景尚灵活配置混合型证券投资基金
003694,国泰景益灵活配置混合型证券投资基金
003695,国泰景益灵活配置混合型证券投资基金
003696,国泰润鑫纯债债券型证券投资基金
003697,华夏睿磐泰盛六个月定期开放混合型证券投资基金
003698,华夏新锦祥灵活配置混合型证券投资基金
003699,华夏新锦祥灵活配置混合型证券投资基金
003700,民生加银鑫智纯债债券型证券投资基金
003701,民生加银鑫智纯债债券型证券投资基金
003702,平安中证沪港深高股息精选指数型证券投资基金
003703,博时富鑫纯债债券型证券投资基金
003704,光大保德信事件驱动灵活配置混合型证券投资基金
003705,工银瑞信恒泰纯债债券型证券投资基金
003706,民生加银鑫兴纯债债券型证券投资基金
003707,民生加银鑫兴纯债债券型证券投资基金
003708,博时民丰纯债债券型证券投资基金
003709,博时民丰纯债债券型证券投资基金
003710,国投瑞银和顺债券型证券投资基金
003711,泰达宏利京元宝货币市场基金
003712,泰达宏利京元宝货币市场基金
003713,英大睿盛灵活配置混合型证券投资基金
003714,英大睿盛灵活配置混合型证券投资基金
003715,宝盈消费主题灵活配置混合型证券投资基金
003716,平安大华惠益纯债债券型证券投资基金
003717,中银量化精选灵活配置混合型证券投资基金
003718,易方达标普500指数证券投资基金(LOF)
003719,易方达标普医疗保健指数证券投资基金(LOF)
003720,易方达标普生物科技指数证券投资基金(LOF)
003721,易方达标普信息科技指数证券投资基金(LOF)
003722,易方达纳斯达克100指数证券投资基金(LOF)
003723,华润元大润泰双鑫债券型证券投资基金
003726,融通通颐定期开放债券型证券投资基金
003727,融通通颐定期开放债券型证券投资基金
003728,融通通宸债券型证券投资基金
003730,博时富华纯债债券型证券投资基金
003731,长安泓泽纯债债券型证券投资基金
003732,长安泓泽纯债债券型证券投资基金
003733,金鹰添裕纯债债券型证券投资基金
003734,万家瑞盈灵活配置混合型证券投资基金
003735,万家瑞盈灵活配置混合型证券投资基金
003736,新华华荣灵活配置混合型证券投资基金
003737,新华鑫裕灵活配置混合型证券投资基金
003738,新华华瑞灵活配置混合型证券投资基金
003739,新华鑫弘灵活配置混合型证券投资基金
003740,新华华盛灵活配置混合型证券投资基金
003741,鹏华丰盈债券型证券投资基金
003742,汇安嘉汇纯债债券型证券投资基金
003743,广发汇平一年定期开放债券型证券投资基金
003744,广发汇平一年定期开放债券型证券投资基金
003745,广发多元新兴股票型证券投资基金
003746,广发汇瑞3个月定期开放债券型发起式证券投资基金
003747,万家鑫享纯债债券型证券投资基金
003748,万家鑫享纯债债券型证券投资基金
003749,创金合信鑫收益灵活配置混合型证券投资基金
003750,创金合信鑫收益灵活配置混合型证券投资基金
003751,万家瑞隆混合型证券投资基金
003752,工银瑞信如意货币市场基金
003753,工银瑞信如意货币市场基金
003754,国泰普益灵活配置混合型证券投资基金
003755,国泰普益灵活配置混合型证券投资基金
003756,国泰嘉益灵活配置混合型证券投资基金
003757,国泰嘉益灵活配置混合型证券投资基金
003758,国泰稳益定期开放灵活配置混合型证券投资基金
003759,国泰稳益定期开放灵活配置混合型证券投资基金
003760,国泰宁益定期开放灵活配置混合型证券投资基金
003761,国泰宁益定期开放灵活配置混合型证券投资基金
003762,国开泰富开泰灵活配置混合型证券投资基金
003763,国开泰富开泰灵活配置混合型证券投资基金
003765,广发创业板交易型开放式指数证券投资基金发起式联接基金
003766,广发创业板交易型开放式指数证券投资基金发起式联接基金
003767,泰达宏利纯利债券型证券投资基金
003768,泰达宏利纯利债券型证券投资基金
003769,中银品质生活灵活配置混合型证券投资基金
003770,中银丰庆定期开放债券型证券投资基金
003772,国联安鑫盛混合型证券投资基金
003773,国联安鑫盛混合型证券投资基金
003774,国联安鑫利混合型证券投资基金
003775,国联安鑫利混合型证券投资基金
003776,南方宣利定期开放债券型证券投资基金
003777,南方宣利定期开放债券型证券投资基金
003778,上投摩根安瑞回报混合型证券投资基金
003779,上投摩根安瑞回报混合型证券投资基金
003780,鹏华兴悦定期开放灵活配置混合型证券投资基金
003781,鹏华兴裕定期开放灵活配置混合型证券投资基金
003782,招商稳阳定期开放灵活配置混合型证券投资基金
003783,招商稳阳定期开放灵活配置混合型证券投资基金
003784,招商稳泰定期开放灵活配置混合型证券投资基金
003787,方正富邦惠利纯债债券型证券投资基金
003788,方正富邦惠利纯债债券型证券投资基金
003789,工银瑞信丰益一年定期开放债券型证券投资基金
003792,民生加银现金宝货币市场基金
003793,泰达宏利溢利债券型证券投资基金
003794,泰达宏利溢利债券型证券投资基金
003795,方正富邦睿利纯债债券型证券投资基金
003796,方正富邦睿利纯债债券型证券投资基金
003797,华安新瑞利灵活配置混合型证券投资基金
003798,华安新瑞利灵活配置混合型证券投资基金
003799,华安新泰利灵活配置混合型证券投资基金
003800,华安新泰利灵活配置混合型证券投资基金
003801,华安新安平灵活配置混合型证券投资基金
003802,华安新安平灵活配置混合型证券投资基金
003803,华安新丰利灵活配置混合型证券投资基金
003804,华安新丰利灵活配置混合型证券投资基金
003805,华安新恒利灵活配置混合型证券投资基金
003806,华安新恒利灵活配置混合型证券投资基金
003807,南方荣优鑫年享定期开放混合型证券投资基金
003808,南方荣优鑫年享定期开放混合型证券投资基金
003809,招商招顺纯债债券型证券投资基金
003810,招商招顺纯债债券型证券投资基金
003811,中金金利债券型证券投资基金
003812,中金金利债券型证券投资基金
003813,泰康金泰回报3个月定期开放混合型证券投资基金
003814,银华上证10年期国债指数证券投资基金
003815,银华上证10年期国债指数证券投资基金
003816,银华交易型货币市场基金
003817,银华上证5年期国债指数证券投资基金
003818,银华上证5年期国债指数证券投资基金
003819,广发景华纯债债券型证券投资基金
003820,华夏新锦鸿灵活配置混合型证券投资基金
003821,华夏新锦鸿灵活配置混合型证券投资基金
003822,中信建投行业轮换混合型证券投资基金
003823,中信建投行业轮换混合型证券投资基金
003824,天弘信利债券型证券投资基金
003825,天弘信利债券型证券投资基金
003826,华夏鼎汇债券型证券投资基金
003827,华夏鼎汇债券型证券投资基金
003828,鹏华兴惠定期开放灵活配置混合型证券投资基金
003830,建信鑫悦回报灵活配置混合型证券投资基金
003831,建信鑫瑞回报灵活配置混合型证券投资基金
003832,中银丰润定期开放债券型发起式证券投资基金
003833,金鹰添富纯债债券型证券投资基金
003834,华夏能源革新股票型证券投资基金
003835,鹏华沪深港新兴成长灵活配置混合型证券投资基金
003836,新沃鑫禧债券型证券投资基金
003837,东方臻享纯债债券型证券投资基金
003838,东方臻享纯债债券型证券投资基金
003839,易方达瑞通灵活配置混合型证券投资基金
003840,易方达瑞通灵活配置混合型证券投资基金
003841,大成惠裕定期开放纯债债券型证券投资基金
003842,中邮景泰灵活配置混合型证券投资基金
003843,中邮景泰灵活配置混合型证券投资基金
003844,建信睿源纯债债券型证券投资基金
003845,汇安丰恒灵活配置混合型证券投资基金
003846,汇安丰恒灵活配置混合型证券投资基金
003847,华安鼎丰债券型发起式证券投资基金
003848,中银广利灵活配置混合型证券投资基金
003849,中银广利灵活配置混合型证券投资基金
003850,中银锦利灵活配置混合型证券投资基金
003851,中银锦利灵活配置混合型证券投资基金
003852,金鹰添享纯债债券型证券投资基金
003853,金鹰信息产业股票型证券投资基金
003854,汇安丰华灵活配置混合型证券投资基金
003855,汇安丰华灵活配置混合型证券投资基金
003856,国都聚鑫定期开放混合型证券投资基金
003857,前海开源周期优选灵活配置混合型证券投资基金
003858,前海开源周期优选灵活配置混合型证券投资基金
003859,招商招旭纯债债券型证券投资基金
003860,招商招旭纯债债券型证券投资基金
003861,招商兴福灵活配置混合型证券投资基金
003862,招商兴福灵活配置混合型证券投资基金
003863,招商招祥纯债债券型证券投资基金
003864,招商招祥纯债债券型证券投资基金
003865,创金合信量化多因子股票型证券投资基金
003866,博时富诚纯债债券型证券投资基金
003867,招商招景纯债债券型证券投资基金
003868,招商招景纯债债券型证券投资基金
003869,长信稳势纯债债券型证券投资基金
003871,华泰柏瑞天添宝货币市场基金
003874,浙商日添金货币市场基金
003875,浙商日添金货币市场基金
003876,华宝沪深300指数增强型发起式证券投资基金
003877,富国久利稳健配置混合型证券投资基金
003878,富国久利稳健配置混合型证券投资基金
003879,嘉实6个月理财债券型证券投资基金
003880,嘉实定期宝6个月理财债券型证券投资基金
003881,嘉实定期宝6个月理财债券型证券投资基金
003882,易方达瑞弘灵活配置混合型证券投资基金
003883,易方达瑞弘灵活配置混合型证券投资基金
003884,汇安沪深300指数增强型证券投资基金
003885,汇安沪深300指数增强型证券投资基金
003886,汇安丰利灵活配置混合型证券投资基金
003887,汇安丰利灵活配置混合型证券投资基金
003888,汇安嘉源纯债债券型证券投资基金
003889,汇安丰泽灵活配置混合型证券投资基金
003890,汇安丰泽灵活配置混合型证券投资基金
003891,汇安嘉裕纯债债券型证券投资基金
003892,鹏华普泰债券型证券投资基金
003895,安信新视野灵活配置混合型证券投资基金
003896,安信新视野灵活配置混合型证券投资基金
003897,金元顺安桉泰债券型证券投资基金
003898,永赢丰益债券型证券投资基金
003899,国泰民惠收益定期开放债券型证券投资基金
003900,交银施罗德瑞鑫定期开放灵活配置混合型证券投资基金
003901,交银施罗德瑞景定期开放灵活配置混合型证券投资基金
003902,德邦锐璟债券型证券投资基金
003903,德邦锐璟债券型证券投资基金
